	wavelength	counts
335	357.968208	135.0
336	358.33624	133.0
337	358.704237	127.0
338	359.072198	131.0
339	359.440123	130.0
340	359.808013	127.0
341	360.175867	128.0
342	360.543686	170.0
343	360.911469	132.0
344	361.279217	132.0
345	361.646929	129.0
346	362.014605	127.0
347	362.382246	133.0
348	362.749851	127.0
349	363.11742	140.0
350	363.484954	145.0
351	363.852452	129.0
352	364.219914	127.0
353	364.587341	127.0
354	364.954732	130.0
355	365.322087	134.0
356	365.689406	130.0
357	366.05669	129.0
358	366.423938	125.0
359	366.79115	127.0
360	367.158327	128.0
361	367.525468	129.0
362	367.892573	128.0
363	368.259642	125.0
364	368.626675	126.0
365	368.993673	129.0
366	369.360634	128.0
367	369.72756	130.0
368	370.094451	130.0
369	370.461305	131.0
370	370.828123	147.0
371	371.194906	132.0
372	371.561653	127.0
373	371.928363	125.0
374	372.295038	128.0
375	372.661677	127.0
376	373.02828	130.0
377	373.394848	129.0
378	373.761379	132.0
379	374.127874	126.0
380	374.494334	126.0
381	374.860757	132.0
382	375.227145	130.0
383	375.593496	128.0
384	375.959812	129.0
385	376.326091	130.0
386	376.692335	129.0
387	377.058543	127.0
388	377.424714	125.0
389	377.79085	126.0
390	378.156949	123.0
391	378.523013	121.0
392	378.88904	126.0
393	379.255031	123.0
394	379.620987	126.0
395	379.986906	132.0
396	380.352789	126.0
397	380.718636	131.0
398	381.084447	127.0
399	381.450222	126.0
400	381.81596	132.0
401	382.181663	128.0
402	382.547329	131.0
403	382.91296	128.0
404	383.278554	128.0
405	383.644111	130.0
406	384.009633	133.0
407	384.375119	125.0
408	384.740568	129.0
409	385.105981	127.0
410	385.471358	128.0
411	385.836699	126.0
412	386.202003	126.0
413	386.567271	155.0
414	386.932503	136.0
415	387.297699	126.0
416	387.662858	131.0
417	388.027982	134.0
418	388.393068	134.0
419	388.758119	129.0
420	389.123133	125.0
421	389.488111	123.0
422	389.853053	166.0
423	390.217958	136.0
424	390.582827	130.0
425	390.947659	128.0
426	391.312456	125.0
427	391.677215	127.0
428	392.041939	129.0
429	392.406626	127.0
430	392.771277	122.0
431	393.135891	131.0
432	393.500469	138.0
433	393.86501	131.0
434	394.229515	127.0
435	394.593983	126.0
436	394.958415	128.0
437	395.322811	128.0
438	395.68717	128.0
439	396.051493	130.0
440	396.415779	124.0
441	396.780028	127.0
442	397.144242	127.0
443	397.508418	123.0
444	397.872558	128.0
445	398.236662	129.0
446	398.600729	125.0
447	398.964759	129.0
448	399.328753	127.0
449	399.69271	129.0
450	400.056631	128.0
451	400.420515	124.0
452	400.784363	127.0
453	401.148174	131.0
454	401.511948	131.0
455	401.875685	127.0
456	402.239386	137.0
457	402.603051	134.0
458	402.966678	134.0
459	403.330269	134.0
460	403.693824	130.0
461	404.057342	131.0
462	404.420822	126.0
463	404.784267	122.0
464	405.147674	121.0
465	405.511045	127.0
466	405.874379	126.0
467	406.237677	125.0
468	406.600937	121.0
469	406.964161	130.0
470	407.327348	127.0
471	407.690498	133.0
472	408.053612	126.0
473	408.416689	130.0
474	408.779729	158.0
475	409.142732	132.0
476	409.505698	121.0
477	409.868627	127.0
478	410.23152	125.0
479	410.594376	128.0
480	410.957195	130.0
481	411.319977	127.0
482	411.682722	126.0
483	412.04543	125.0
484	412.408101	125.0
485	412.770736	128.0
486	413.133333	128.0
487	413.495894	136.0
488	413.858418	133.0
489	414.220905	127.0
490	414.583354	125.0
491	414.945767	124.0
492	415.308143	134.0
493	415.670482	124.0
494	416.032784	124.0
495	416.395049	127.0
496	416.757277	129.0
497	417.119467	133.0
498	417.481621	132.0
499	417.843738	143.0
500	418.205818	124.0
501	418.567861	129.0
502	418.929866	134.0
503	419.291835	127.0
504	419.653766	137.0
505	420.015661	127.0
506	420.377518	128.0
507	420.739338	138.0
508	421.101121	133.0
509	421.462867	127.0
510	421.824576	128.0
511	422.186248	127.0
512	422.547882	124.0
513	422.90948	128.0
514	423.27104	122.0
515	423.632563	128.0
516	423.994049	123.0
517	424.355497	169.0
518	424.716909	130.0
519	425.078283	124.0
520	425.43962	148.0
521	425.80092	134.0
522	426.162182	132.0
523	426.523407	129.0
524	426.884595	128.0
525	427.245746	126.0
526	427.60686	134.0
527	427.967936	128.0
528	428.328975	130.0
529	428.689976	128.0
530	429.05094	127.0
531	429.411867	129.0
532	429.772757	126.0
533	430.133609	129.0
534	430.494424	127.0
535	430.855201	130.0
536	431.215941	131.0
537	431.576644	137.0
538	431.937309	164.0
539	432.297937	133.0
540	432.658528	132.0
541	433.019081	135.0
542	433.379596	129.0
543	433.740075	127.0
544	434.100515	134.0
545	434.460919	131.0
546	434.821284	135.0
547	435.181613	132.0
548	435.541904	129.0
549	435.902157	138.0
550	436.262373	137.0
551	436.622551	130.0
552	436.982692	133.0
553	437.342796	133.0
554	437.702861	132.0
555	438.06289	131.0
556	438.42288	134.0
557	438.782833	137.0
558	439.142749	134.0
559	439.502627	137.0
560	439.862467	132.0
561	440.22227	129.0
562	440.582035	127.0
563	440.941763	136.0
564	441.301453	134.0
565	441.661105	133.0
566	442.020719	134.0
567	442.380296	136.0
568	442.739836	138.0
569	443.099337	138.0
570	443.458801	136.0
571	443.818227	133.0
572	444.177616	134.0
573	444.536967	134.0
574	444.89628	140.0
575	445.255555	140.0
576	445.614793	190.0
577	445.973992	137.0
578	446.333154	133.0
579	446.692279	146.0
580	447.051365	139.0
581	447.410414	138.0
582	447.769425	136.0
583	448.128398	142.0
584	448.487334	139.0
585	448.846231	145.0
586	449.205091	143.0
587	449.563913	140.0
588	449.922697	193.0
589	450.281443	140.0
590	450.640151	136.0
591	450.998821	136.0
592	451.357454	139.0
593	451.716048	135.0
594	452.074605	135.0
595	452.433124	134.0
596	452.791605	142.0
597	453.150048	133.0
598	453.508452	141.0
599	453.86682	138.0
600	454.225149	135.0
601	454.58344	136.0
602	454.941693	140.0
603	455.299908	143.0
604	455.658085	132.0
605	456.016224	140.0
606	456.374325	132.0
607	456.732388	136.0
608	457.090413	134.0
609	457.4484	139.0
610	457.806349	138.0
611	458.16426	174.0
612	458.522133	139.0
613	458.879967	135.0
614	459.237764	132.0
615	459.595523	130.0
616	459.953243	132.0
617	460.310925	129.0
618	460.668569	134.0
619	461.026175	132.0
620	461.383743	133.0
621	461.741273	134.0
622	462.098765	133.0
623	462.456218	126.0
624	462.813633	129.0
625	463.17101	134.0
626	463.528349	173.0
627	463.88565	137.0
628	464.242912	137.0
629	464.600136	132.0
630	464.957322	130.0
631	465.31447	133.0
632	465.671579	257.0
633	466.02865	136.0
634	466.385683	131.0
635	466.742678	133.0
636	467.099634	134.0
637	467.456552	136.0
638	467.813432	132.0
639	468.170273	129.0
640	468.527076	134.0
641	468.883841	131.0
642	469.240567	130.0
643	469.597255	135.0
644	469.953905	131.0
645	470.310516	135.0
646	470.667089	139.0
647	471.023624	135.0
648	471.38012	136.0
649	471.736577	131.0
650	472.092997	150.0
651	472.449377	135.0
652	472.80572	130.0
653	473.162024	133.0
654	473.518289	134.0
655	473.874516	134.0
656	474.230705	138.0
657	474.586855	136.0
658	474.942966	133.0
659	475.299039	130.0
660	475.655074	132.0
661	476.01107	132.0
662	476.367027	132.0
663	476.722946	134.0
664	477.078827	136.0
665	477.434669	138.0
666	477.790472	136.0
667	478.146237	136.0
668	478.501963	143.0
669	478.85765	134.0
670	479.213299	137.0
671	479.568909	131.0
672	479.924481	135.0
673	480.280014	133.0
674	480.635508	141.0
675	480.990964	131.0
676	481.346381	128.0
677	481.70176	127.0
678	482.057099	133.0
679	482.4124	129.0
680	482.767663	130.0
681	483.122886	130.0
682	483.478071	131.0
683	483.833218	132.0
684	484.188325	131.0
685	484.543394	134.0
686	484.898424	133.0
687	485.253415	130.0
688	485.608367	131.0
689	485.963281	131.0
690	486.318156	138.0
691	486.672992	130.0
692	487.027789	127.0
693	487.382548	132.0
694	487.737267	140.0
695	488.091948	134.0
696	488.44659	151.0
697	488.801193	136.0
698	489.155758	135.0
699	489.510283	146.0
700	489.864769	137.0
701	490.219217	173.0
702	490.573626	137.0
703	490.927995	138.0
704	491.282326	137.0
705	491.636618	138.0
706	491.990871	136.0
707	492.345085	132.0
708	492.699261	147.0
709	493.053397	137.0
710	493.407494	135.0
711	493.761552	135.0
712	494.115571	136.0
713	494.469552	140.0
714	494.823493	137.0
715	495.177395	134.0
716	495.531258	133.0
717	495.885082	135.0
718	496.238867	137.0
719	496.592613	138.0
720	496.94632	134.0
721	497.299988	134.0
722	497.653617	137.0
723	498.007207	141.0
724	498.360757	142.0
725	498.714269	138.0
726	499.067741	142.0
727	499.421174	144.0
728	499.774569	136.0
729	500.127924	137.0
730	500.481239	138.0
731	500.834516	138.0
732	501.187754	134.0
733	501.540952	140.0
734	501.894111	135.0
735	502.247231	145.0
736	502.600312	139.0
737	502.953353	138.0
738	503.306355	136.0
739	503.659318	150.0
740	504.012242	172.0
741	504.365126	136.0
742	504.717972	139.0
743	505.070778	135.0
744	505.423544	138.0
745	505.776272	135.0
746	506.12896	152.0
747	506.481609	138.0
748	506.834218	141.0
749	507.186788	166.0
750	507.539319	139.0
751	507.89181	141.0
752	508.244262	144.0
753	508.596675	138.0
754	508.949048	179.0
755	509.301382	151.0
756	509.653677	141.0
757	510.005932	138.0
758	510.358148	141.0
759	510.710324	159.0
760	511.062461	136.0
761	511.414558	148.0
762	511.766616	142.0
763	512.118635	146.0
764	512.470614	149.0
765	512.822554	154.0
766	513.174454	169.0
767	513.526314	140.0
768	513.878135	139.0
769	514.229917	138.0
770	514.581659	145.0
771	514.933362	146.0
772	515.285025	144.0
773	515.636648	145.0
774	515.988232	140.0
775	516.339776	141.0
776	516.691281	146.0
777	517.042746	145.0
778	517.394172	136.0
779	517.745558	149.0
780	518.096904	151.0
781	518.448211	147.0
782	518.799478	145.0
783	519.150705	142.0
784	519.501893	151.0
785	519.853041	142.0
786	520.20415	152.0
787	520.555218	141.0
788	520.906247	150.0
789	521.257237	143.0
790	521.608186	154.0
791	521.959096	172.0
792	522.309967	142.0
793	522.660797	141.0
794	523.011588	142.0
795	523.362339	140.0
796	523.71305	143.0
797	524.063722	142.0
798	524.414353	138.0
799	524.764945	142.0
800	525.115497	142.0
801	525.46601	150.0
802	525.816482	140.0
803	526.166915	139.0
804	526.517308	144.0
805	526.867661	138.0
806	527.217974	141.0
807	527.568247	143.0
808	527.91848	146.0
809	528.268674	147.0
810	528.618828	145.0
811	528.968941	148.0
812	529.319015	142.0
813	529.669049	148.0
814	530.019043	142.0
815	530.368997	140.0
816	530.718911	143.0
817	531.068785	146.0
818	531.418619	141.0
819	531.768414	140.0
820	532.118168	142.0
821	532.467882	150.0
822	532.817556	148.0
823	533.16719	148.0
824	533.516785	141.0
825	533.866339	143.0
826	534.215853	146.0
827	534.565327	146.0
828	534.914761	140.0
829	535.264155	145.0
830	535.613509	141.0
831	535.962823	147.0
832	536.312096	147.0
833	536.66133	144.0
834	537.010523	145.0
835	537.359677	146.0
836	537.70879	153.0
837	538.057863	144.0
838	538.406896	148.0
839	538.755889	148.0
840	539.104842	179.0
841	539.453754	184.0
842	539.802626	152.0
843	540.151458	147.0
844	540.50025	148.0
845	540.849002	145.0
846	541.197713	145.0
847	541.546385	145.0
848	541.895016	154.0
849	542.243606	150.0
850	542.592157	145.0
851	542.940667	152.0
852	543.289137	146.0
853	543.637567	162.0
854	543.985956	153.0
855	544.334305	147.0
856	544.682614	146.0
857	545.030882	143.0
858	545.37911	148.0
859	545.727298	147.0
860	546.075446	154.0
861	546.423553	168.0
862	546.771619	172.0
863	547.119646	146.0
864	547.467631	146.0
865	547.815577	146.0
866	548.163482	152.0
867	548.511347	156.0
868	548.859171	146.0
869	549.206955	151.0
870	549.554698	150.0
871	549.902401	145.0
872	550.250064	145.0
873	550.597686	146.0
874	550.945267	148.0
875	551.292808	152.0
876	551.640309	147.0
877	551.987769	153.0
878	552.335189	149.0
879	552.682568	166.0
880	553.029906	149.0
881	553.377204	152.0
882	553.724461	148.0
883	554.071678	145.0
884	554.418854	155.0
885	554.76599	142.0
886	555.113085	159.0
887	555.46014	144.0
888	555.807154	147.0
889	556.154127	154.0
890	556.50106	151.0
891	556.847952	159.0
892	557.194803	145.0
893	557.541614	149.0
894	557.888384	152.0
895	558.235113	146.0
896	558.581802	152.0
897	558.92845	157.0
898	559.275057	151.0
899	559.621624	147.0
900	559.96815	146.0
901	560.314635	174.0
902	560.661079	153.0
903	561.007483	148.0
904	561.353846	151.0
905	561.700168	154.0
906	562.046449	146.0
907	562.39269	156.0
908	562.73889	155.0
909	563.085049	151.0
910	563.431167	146.0
911	563.777245	150.0
912	564.123281	159.0
913	564.469277	149.0
914	564.815232	148.0
915	565.161146	146.0
916	565.507019	151.0
917	565.852851	154.0
918	566.198643	153.0
919	566.544393	160.0
920	566.890103	150.0
921	567.235772	152.0
922	567.581399	152.0
923	567.926986	148.0
924	568.272532	161.0
925	568.618037	151.0
926	568.963501	149.0
927	569.308924	148.0
928	569.654306	153.0
929	569.999647	149.0
930	570.344948	154.0
931	570.690207	153.0
932	571.035425	154.0
933	571.380602	150.0
934	571.725738	150.0
935	572.070833	148.0
936	572.415887	152.0
937	572.7609	153.0
938	573.105872	153.0
939	573.450803	148.0
940	573.795692	151.0
941	574.140541	150.0
942	574.485348	146.0
943	574.830115	148.0
944	575.17484	150.0
945	575.519524	147.0
946	575.864167	153.0
947	576.208769	158.0
948	576.55333	153.0
949	576.897849	150.0
950	577.242328	152.0
951	577.586765	143.0
952	577.931161	145.0
953	578.275515	150.0
954	578.619829	152.0
955	578.964101	151.0
956	579.308332	149.0
957	579.652522	154.0
958	579.996671	164.0
959	580.340778	150.0
960	580.684844	152.0
961	581.028869	158.0
962	581.372853	154.0
963	581.716795	149.0
964	582.060696	149.0
965	582.404555	149.0
966	582.748374	151.0
967	583.092151	151.0
968	583.435886	150.0
969	583.779581	153.0
970	584.123234	153.0
971	584.466845	155.0
972	584.810415	156.0
973	585.153944	151.0
974	585.497431	148.0
975	585.840877	149.0
976	586.184282	150.0
977	586.527645	171.0
978	586.870967	152.0
979	587.214247	157.0
980	587.557486	153.0
981	587.900683	148.0
982	588.243839	156.0
983	588.586953	156.0
984	588.930026	146.0
985	589.273058	152.0
986	589.616048	152.0
987	589.958996	158.0
988	590.301903	149.0
989	590.644768	149.0
990	590.987592	150.0
991	591.330374	152.0
992	591.673115	196.0
993	592.015814	149.0
994	592.358472	154.0
995	592.701087	145.0
996	593.043662	150.0
997	593.386195	156.0
998	593.728686	159.0
999	594.071135	151.0
1000	594.413543	155.0
1001	594.755909	149.0
1002	595.098234	154.0
1003	595.440517	150.0
1004	595.782758	153.0
1005	596.124957	152.0
1006	596.467115	155.0
1007	596.809231	213.0
1008	597.151306	151.0
1009	597.493339	150.0
1010	597.83533	145.0
1011	598.177279	158.0
1012	598.519186	148.0
1013	598.861052	149.0
1014	599.202876	152.0
1015	599.544658	148.0
1016	599.886399	148.0
1017	600.228097	223.0
1018	600.569754	147.0
1019	600.911369	148.0
1020	601.252942	150.0
1021	601.594474	150.0
1022	601.935963	148.0
1023	602.277411	149.0
1024	602.618817	151.0
1025	602.960181	147.0
1026	603.301503	150.0
1027	603.642783	149.0
1028	603.984022	156.0
1029	604.325218	146.0
1030	604.666373	152.0
1031	605.007485	148.0
1032	605.348556	154.0
1033	605.689585	153.0
1034	606.030571	151.0
1035	606.371516	140.0
1036	606.712419	144.0
1037	607.05328	166.0
1038	607.394099	155.0
1039	607.734876	155.0
1040	608.075611	156.0
1041	608.416304	158.0
1042	608.756955	150.0
1043	609.097563	144.0
1044	609.43813	140.0
1045	609.778655	149.0
1046	610.119138	153.0
1047	610.459578	142.0
1048	610.799977	144.0
1049	611.140333	141.0
1050	611.480648	149.0
1051	611.82092	148.0
1052	612.16115	148.0
1053	612.501338	152.0
1054	612.841484	142.0
1055	613.181588	150.0
1056	613.52165	150.0
1057	613.861669	146.0
1058	614.201647	148.0
1059	614.541582	142.0
1060	614.881475	146.0
1061	615.221325	148.0
1062	615.561134	154.0
1063	615.9009	150.0
1064	616.240624	153.0
1065	616.580306	141.0
1066	616.919946	152.0
1067	617.259543	143.0
1068	617.599098	148.0
1069	617.938611	159.0
1070	618.278082	150.0
1071	618.61751	152.0
1072	618.956896	143.0
1073	619.29624	147.0
1074	619.635541	144.0
1075	619.9748	145.0
1076	620.314017	146.0
1077	620.653191	150.0
1078	620.992323	154.0
1079	621.331413	146.0
1080	621.67046	152.0
1081	622.009465	148.0
1082	622.348428	158.0
1083	622.687348	148.0
1084	623.026226	145.0
1085	623.365061	153.0
1086	623.703854	144.0
1087	624.042604	151.0
1088	624.381312	140.0
1089	624.719978	138.0
1090	625.058601	140.0
1091	625.397182	157.0
1092	625.73572	140.0
1093	626.074215	144.0
1094	626.412669	153.0
1095	626.751079	164.0
1096	627.089447	144.0
1097	627.427773	148.0
1098	627.766056	150.0
1099	628.104297	143.0
1100	628.442494	144.0
1101	628.78065	146.0
1102	629.118763	141.0
1103	629.456833	140.0
1104	629.794861	147.0
1105	630.132846	143.0
1106	630.470788	144.0
1107	630.808688	139.0
1108	631.146545	146.0
1109	631.48436	143.0
1110	631.822132	159.0
1111	632.159861	144.0
1112	632.497548	141.0
1113	632.835192	140.0
1114	633.172793	136.0
1115	633.510351	142.0
1116	633.847867	142.0
1117	634.185341	146.0
1118	634.522771	146.0
1119	634.860159	140.0
1120	635.197504	138.0
1121	635.534806	138.0
1122	635.872065	145.0
1123	636.209282	138.0
1124	636.546456	139.0
1125	636.883587	137.0
1126	637.220676	135.0
1127	637.557721	146.0
1128	637.894724	143.0
1129	638.231684	139.0
1130	638.568601	144.0
1131	638.905475	143.0
1132	639.242307	141.0
1133	639.579095	141.0
1134	639.915841	157.0
1135	640.252544	141.0
1136	640.589204	144.0
1137	640.925821	139.0
1138	641.262395	138.0
1139	641.598926	132.0
1140	641.935414	141.0
1141	642.27186	144.0
1142	642.608262	147.0
1143	642.944622	140.0
1144	643.280938	140.0
1145	643.617212	138.0
1146	643.953442	147.0
1147	644.28963	137.0
1148	644.625775	135.0
1149	644.961876	135.0
1150	645.297935	135.0
1151	645.63395	138.0
1152	645.969923	134.0
1153	646.305853	144.0
1154	646.641739	135.0
1155	646.977582	141.0
1156	647.313383	135.0
1157	647.64914	136.0
1158	647.984854	186.0
1159	648.320525	137.0
1160	648.656153	137.0
1161	648.991738	138.0
1162	649.32728	132.0
1163	649.662778	135.0
1164	649.998234	134.0
1165	650.333646	146.0
1166	650.669015	137.0
1167	651.004341	135.0
1168	651.339624	132.0
1169	651.674864	140.0
1170	652.01006	136.0
1171	652.345213	133.0
1172	652.680323	141.0
1173	653.01539	139.0
1174	653.350414	137.0
1175	653.685394	206.0
1176	654.020331	140.0
1177	654.355225	139.0
1178	654.690075	138.0
1179	655.024883	132.0
1180	655.359647	136.0
1181	655.694367	138.0
1182	656.029045	148.0
1183	656.363679	142.0
1184	656.698269	139.0
1185	657.032817	136.0
1186	657.367321	136.0
1187	657.701781	131.0
1188	658.036199	137.0
1189	658.370573	132.0
1190	658.704903	136.0
1191	659.039191	135.0
1192	659.373434	141.0
1193	659.707635	131.0
1194	660.041792	136.0
1195	660.375905	135.0
1196	660.709975	132.0
1197	661.044002	136.0
1198	661.377985	138.0
1199	661.711925	129.0
1200	662.045821	150.0
1201	662.379674	130.0
1202	662.713483	136.0
1203	663.047249	164.0
1204	663.380971	131.0
1205	663.71465	136.0
1206	664.048285	133.0
1207	664.381877	133.0
1208	664.715425	132.0
1209	665.04893	135.0
1210	665.382391	132.0
1211	665.715808	131.0
1212	666.049182	141.0
1213	666.382513	136.0
1214	666.715799	155.0
1215	667.049042	138.0
1216	667.382242	132.0
1217	667.715398	132.0
1218	668.04851	138.0
1219	668.381579	147.0
1220	668.714603	130.0
1221	669.047585	130.0
1222	669.380522	134.0
1223	669.713416	159.0
1224	670.046266	137.0
1225	670.379073	126.0
1226	670.711836	134.0
1227	671.044555	133.0
1228	671.37723	131.0
1229	671.709862	132.0
1230	672.042449	129.0
1231	672.374994	133.0
1232	672.707494	129.0
1233	673.03995	130.0
1234	673.372363	141.0
1235	673.704732	145.0
1236	674.037057	135.0
1237	674.369339	129.0
1238	674.701576	127.0
1239	675.03377	127.0
1240	675.36592	130.0
1241	675.698026	131.0
1242	676.030088	140.0
1243	676.362106	133.0
1244	676.694081	129.0
1245	677.026011	129.0
1246	677.357898	131.0
1247	677.689741	129.0
