Unnamed: 0	wavelength	counts
523	426.523407	129.0
524	426.884595	133.0
525	427.245746	134.0
526	427.60686	143.0
527	427.967936	133.0
528	428.328975	128.0
529	428.689976	133.0
530	429.05094	129.0
531	429.411867	132.0
532	429.772757	128.0
533	430.133609	130.0
534	430.494424	128.0
535	430.855201	127.0
536	431.215941	136.0
537	431.576644	142.0
538	431.937309	173.0
539	432.297937	133.0
540	432.658528	133.0
541	433.019081	135.0
542	433.379596	131.0
543	433.740075	132.0
544	434.100515	144.0
545	434.460919	135.0
546	434.821284	138.0
547	435.181613	136.0
548	435.541904	139.0
549	435.902157	140.0
550	436.262373	133.0
551	436.622551	132.0
552	436.982692	134.0
553	437.342796	135.0
554	437.702861	141.0
555	438.06289	141.0
556	438.42288	139.0
557	438.782833	145.0
558	439.142749	144.0
559	439.502627	136.0
560	439.862467	141.0
561	440.22227	139.0
562	440.582035	134.0
563	440.941763	140.0
564	441.301453	139.0
565	441.661105	142.0
566	442.020719	145.0
567	442.380296	144.0
568	442.739836	140.0
569	443.099337	141.0
570	443.458801	140.0
571	443.818227	147.0
572	444.177616	144.0
573	444.536967	141.0
574	444.89628	156.0
575	445.255555	156.0
576	445.614793	206.0
577	445.973992	149.0
578	446.333154	137.0
579	446.692279	147.0
580	447.051365	140.0
581	447.410414	142.0
582	447.769425	141.0
583	448.128398	148.0
584	448.487334	143.0
585	448.846231	151.0
586	449.205091	148.0
587	449.563913	141.0
588	449.922697	206.0
589	450.281443	152.0
590	450.640151	143.0
591	450.998821	148.0
592	451.357454	141.0
593	451.716048	144.0
594	452.074605	138.0
595	452.433124	139.0
596	452.791605	149.0
597	453.150048	143.0
598	453.508452	148.0
599	453.86682	137.0
600	454.225149	138.0
601	454.58344	140.0
602	454.941693	139.0
603	455.299908	146.0
604	455.658085	138.0
605	456.016224	147.0
606	456.374325	134.0
607	456.732388	139.0
608	457.090413	138.0
609	457.4484	148.0
610	457.806349	149.0
611	458.16426	186.0
612	458.522133	142.0
613	458.879967	133.0
614	459.237764	136.0
615	459.595523	137.0
616	459.953243	136.0
617	460.310925	132.0
618	460.668569	136.0
619	461.026175	135.0
620	461.383743	135.0
621	461.741273	137.0
622	462.098765	139.0
623	462.456218	138.0
624	462.813633	135.0
625	463.17101	139.0
626	463.528349	194.0
627	463.88565	134.0
628	464.242912	132.0
629	464.600136	135.0
630	464.957322	137.0
631	465.31447	133.0
632	465.671579	291.0
633	466.02865	135.0
634	466.385683	137.0
635	466.742678	138.0
636	467.099634	139.0
637	467.456552	138.0
638	467.813432	133.0
639	468.170273	137.0
640	468.527076	136.0
641	468.883841	138.0
642	469.240567	136.0
643	469.597255	134.0
644	469.953905	131.0
645	470.310516	141.0
646	470.667089	146.0
647	471.023624	135.0
648	471.38012	136.0
649	471.736577	137.0
650	472.092997	154.0
651	472.449377	141.0
652	472.80572	133.0
653	473.162024	132.0
654	473.518289	129.0
655	473.874516	143.0
656	474.230705	142.0
657	474.586855	133.0
658	474.942966	134.0
659	475.299039	134.0
660	475.655074	134.0
661	476.01107	133.0
662	476.367027	134.0
663	476.722946	138.0
664	477.078827	135.0
665	477.434669	143.0
666	477.790472	146.0
667	478.146237	139.0
668	478.501963	151.0
669	478.85765	136.0
670	479.213299	138.0
671	479.568909	140.0
672	479.924481	139.0
673	480.280014	140.0
674	480.635508	142.0
675	480.990964	135.0
676	481.346381	135.0
677	481.70176	132.0
678	482.057099	137.0
679	482.4124	137.0
680	482.767663	136.0
681	483.122886	136.0
682	483.478071	136.0
683	483.833218	139.0
684	484.188325	134.0
685	484.543394	138.0
686	484.898424	139.0
687	485.253415	138.0
688	485.608367	136.0
689	485.963281	136.0
690	486.318156	133.0
691	486.672992	137.0
692	487.027789	139.0
693	487.382548	139.0
694	487.737267	148.0
695	488.091948	140.0
696	488.44659	158.0
697	488.801193	143.0
698	489.155758	145.0
699	489.510283	153.0
700	489.864769	140.0
701	490.219217	184.0
702	490.573626	139.0
703	490.927995	139.0
704	491.282326	136.0
705	491.636618	138.0
706	491.990871	140.0
707	492.345085	134.0
708	492.699261	146.0
709	493.053397	140.0
710	493.407494	134.0
711	493.761552	134.0
712	494.115571	133.0
713	494.469552	142.0
714	494.823493	141.0
715	495.177395	137.0
716	495.531258	137.0
717	495.885082	141.0
718	496.238867	143.0
719	496.592613	142.0
720	496.94632	140.0
721	497.299988	142.0
722	497.653617	141.0
723	498.007207	148.0
724	498.360757	148.0
725	498.714269	141.0
726	499.067741	143.0
727	499.421174	144.0
728	499.774569	140.0
729	500.127924	141.0
730	500.481239	143.0
731	500.834516	148.0
732	501.187754	148.0
733	501.540952	141.0
734	501.894111	138.0
735	502.247231	159.0
736	502.600312	147.0
737	502.953353	145.0
738	503.306355	142.0
739	503.659318	160.0
740	504.012242	180.0
741	504.365126	146.0
742	504.717972	144.0
743	505.070778	143.0
744	505.423544	144.0
745	505.776272	144.0
746	506.12896	151.0
747	506.481609	143.0
748	506.834218	140.0
749	507.186788	180.0
750	507.539319	147.0
751	507.89181	142.0
752	508.244262	151.0
753	508.596675	147.0
754	508.949048	191.0
755	509.301382	153.0
756	509.653677	148.0
757	510.005932	145.0
758	510.358148	142.0
759	510.710324	168.0
760	511.062461	144.0
761	511.414558	155.0
762	511.766616	145.0
763	512.118635	150.0
764	512.470614	156.0
765	512.822554	159.0
766	513.174454	183.0
767	513.526314	144.0
768	513.878135	142.0
769	514.229917	144.0
770	514.581659	140.0
771	514.933362	151.0
772	515.285025	153.0
773	515.636648	145.0
774	515.988232	149.0
775	516.339776	148.0
776	516.691281	156.0
777	517.042746	146.0
778	517.394172	145.0
779	517.745558	145.0
780	518.096904	159.0
781	518.448211	151.0
782	518.799478	154.0
783	519.150705	148.0
784	519.501893	156.0
785	519.853041	144.0
786	520.20415	159.0
787	520.555218	145.0
788	520.906247	161.0
789	521.257237	147.0
790	521.608186	165.0
791	521.959096	192.0
792	522.309967	148.0
793	522.660797	146.0
794	523.011588	146.0
795	523.362339	146.0
796	523.71305	154.0
797	524.063722	151.0
798	524.414353	144.0
799	524.764945	143.0
800	525.115497	158.0
801	525.46601	146.0
802	525.816482	150.0
803	526.166915	148.0
804	526.517308	155.0
805	526.867661	148.0
806	527.217974	149.0
807	527.568247	150.0
808	527.91848	150.0
809	528.268674	147.0
810	528.618828	151.0
811	528.968941	151.0
812	529.319015	150.0
813	529.669049	160.0
814	530.019043	149.0
815	530.368997	150.0
816	530.718911	146.0
817	531.068785	152.0
818	531.418619	147.0
819	531.768414	147.0
820	532.118168	148.0
821	532.467882	146.0
822	532.817556	153.0
823	533.16719	153.0
824	533.516785	151.0
825	533.866339	158.0
826	534.215853	148.0
827	534.565327	156.0
828	534.914761	149.0
829	535.264155	150.0
830	535.613509	155.0
831	535.962823	159.0
832	536.312096	160.0
833	536.66133	150.0
834	537.010523	154.0
835	537.359677	145.0
836	537.70879	158.0
837	538.057863	154.0
838	538.406896	152.0
839	538.755889	156.0
840	539.104842	199.0
841	539.453754	194.0
842	539.802626	151.0
843	540.151458	157.0
844	540.50025	147.0
845	540.849002	157.0
846	541.197713	155.0
847	541.546385	163.0
848	541.895016	154.0
849	542.243606	161.0
850	542.592157	152.0
851	542.940667	165.0
852	543.289137	154.0
853	543.637567	175.0
854	543.985956	161.0
855	544.334305	155.0
856	544.682614	154.0
857	545.030882	157.0
858	545.37911	157.0
859	545.727298	153.0
860	546.075446	162.0
861	546.423553	188.0
862	546.771619	194.0
863	547.119646	156.0
864	547.467631	159.0
865	547.815577	161.0
866	548.163482	163.0
867	548.511347	158.0
868	548.859171	156.0
869	549.206955	156.0
870	549.554698	158.0
871	549.902401	156.0
872	550.250064	157.0
873	550.597686	159.0
874	550.945267	160.0
875	551.292808	162.0
876	551.640309	159.0
877	551.987769	160.0
878	552.335189	160.0
879	552.682568	178.0
880	553.029906	161.0
881	553.377204	170.0
882	553.724461	158.0
883	554.071678	150.0
884	554.418854	161.0
885	554.76599	158.0
886	555.113085	172.0
887	555.46014	156.0
888	555.807154	156.0
889	556.154127	165.0
890	556.50106	159.0
891	556.847952	167.0
892	557.194803	161.0
893	557.541614	157.0
894	557.888384	154.0
895	558.235113	163.0
896	558.581802	155.0
897	558.92845	167.0
898	559.275057	155.0
899	559.621624	158.0
900	559.96815	155.0
901	560.314635	189.0
902	560.661079	165.0
903	561.007483	170.0
904	561.353846	161.0
905	561.700168	168.0
906	562.046449	160.0
907	562.39269	161.0
908	562.73889	169.0
909	563.085049	163.0
910	563.431167	158.0
911	563.777245	154.0
912	564.123281	171.0
913	564.469277	159.0
914	564.815232	158.0
915	565.161146	158.0
916	565.507019	158.0
917	565.852851	170.0
918	566.198643	160.0
919	566.544393	174.0
920	566.890103	158.0
921	567.235772	160.0
922	567.581399	167.0
923	567.926986	157.0
924	568.272532	166.0
925	568.618037	163.0
926	568.963501	159.0
927	569.308924	156.0
928	569.654306	152.0
929	569.999647	166.0
930	570.344948	162.0
931	570.690207	170.0
932	571.035425	166.0
933	571.380602	157.0
934	571.725738	161.0
935	572.070833	162.0
936	572.415887	163.0
937	572.7609	167.0
938	573.105872	156.0
939	573.450803	160.0
940	573.795692	172.0
941	574.140541	164.0
942	574.485348	162.0
943	574.830115	162.0
944	575.17484	161.0
945	575.519524	155.0
946	575.864167	154.0
947	576.208769	170.0
948	576.55333	167.0
949	576.897849	167.0
950	577.242328	162.0
951	577.586765	161.0
952	577.931161	153.0
953	578.275515	158.0
954	578.619829	159.0
955	578.964101	165.0
956	579.308332	160.0
957	579.652522	163.0
958	579.996671	172.0
959	580.340778	157.0
960	580.684844	160.0
961	581.028869	169.0
962	581.372853	166.0
963	581.716795	160.0
964	582.060696	163.0
965	582.404555	161.0
966	582.748374	160.0
967	583.092151	160.0
968	583.435886	161.0
969	583.779581	163.0
970	584.123234	167.0
971	584.466845	160.0
972	584.810415	169.0
973	585.153944	161.0
974	585.497431	162.0
975	585.840877	156.0
976	586.184282	166.0
977	586.527645	174.0
978	586.870967	165.0
979	587.214247	172.0
980	587.557486	157.0
981	587.900683	164.0
982	588.243839	168.0
983	588.586953	159.0
984	588.930026	161.0
985	589.273058	160.0
986	589.616048	165.0
987	589.958996	167.0
988	590.301903	167.0
989	590.644768	171.0
990	590.987592	159.0
991	591.330374	168.0
992	591.673115	223.0
993	592.015814	159.0
994	592.358472	152.0
995	592.701087	157.0
996	593.043662	156.0
997	593.386195	166.0
998	593.728686	169.0
999	594.071135	163.0
1000	594.413543	173.0
1001	594.755909	156.0
1002	595.098234	165.0
1003	595.440517	155.0
1004	595.782758	161.0
1005	596.124957	171.0
1006	596.467115	160.0
1007	596.809231	225.0
1008	597.151306	166.0
1009	597.493339	165.0
1010	597.83533	166.0
1011	598.177279	174.0
1012	598.519186	163.0
1013	598.861052	165.0
1014	599.202876	162.0
1015	599.544658	158.0
1016	599.886399	164.0
1017	600.228097	246.0
1018	600.569754	154.0
1019	600.911369	160.0
1020	601.252942	164.0
1021	601.594474	158.0
1022	601.935963	157.0
1023	602.277411	160.0
1024	602.618817	166.0
1025	602.960181	155.0
1026	603.301503	157.0
1027	603.642783	156.0
1028	603.984022	164.0
1029	604.325218	156.0
1030	604.666373	158.0
1031	605.007485	161.0
1032	605.348556	166.0
1033	605.689585	165.0
1034	606.030571	160.0
1035	606.371516	161.0
1036	606.712419	159.0
1037	607.05328	182.0
1038	607.394099	161.0
1039	607.734876	162.0
1040	608.075611	160.0
1041	608.416304	162.0
1042	608.756955	162.0
1043	609.097563	160.0
1044	609.43813	155.0
1045	609.778655	167.0
1046	610.119138	156.0
1047	610.459578	154.0
1048	610.799977	154.0
1049	611.140333	157.0
1050	611.480648	161.0
1051	611.82092	155.0
1052	612.16115	151.0
1053	612.501338	161.0
1054	612.841484	152.0
1055	613.181588	162.0
1056	613.52165	162.0
1057	613.861669	150.0
1058	614.201647	159.0
1059	614.541582	155.0
1060	614.881475	151.0
1061	615.221325	157.0
1062	615.561134	166.0
1063	615.9009	162.0
1064	616.240624	155.0
1065	616.580306	156.0
1066	616.919946	161.0
1067	617.259543	150.0
1068	617.599098	154.0
1069	617.938611	171.0
1070	618.278082	158.0
1071	618.61751	160.0
1072	618.956896	152.0
1073	619.29624	157.0
1074	619.635541	150.0
1075	619.9748	156.0
1076	620.314017	159.0
1077	620.653191	161.0
1078	620.992323	155.0
1079	621.331413	157.0
1080	621.67046	158.0
1081	622.009465	154.0
1082	622.348428	164.0
1083	622.687348	162.0
1084	623.026226	153.0
1085	623.365061	167.0
1086	623.703854	153.0
1087	624.042604	158.0
1088	624.381312	154.0
1089	624.719978	156.0
1090	625.058601	149.0
1091	625.397182	170.0
1092	625.73572	154.0
1093	626.074215	152.0
1094	626.412669	151.0
1095	626.751079	176.0
1096	627.089447	156.0
1097	627.427773	151.0
1098	627.766056	162.0
1099	628.104297	157.0
1100	628.442494	146.0
1101	628.78065	149.0
1102	629.118763	151.0
1103	629.456833	154.0
1104	629.794861	159.0
1105	630.132846	149.0
1106	630.470788	153.0
1107	630.808688	148.0
1108	631.146545	149.0
1109	631.48436	147.0
1110	631.822132	170.0
1111	632.159861	151.0
1112	632.497548	155.0
1113	632.835192	150.0
1114	633.172793	146.0
1115	633.510351	150.0
1116	633.847867	152.0
1117	634.185341	156.0
1118	634.522771	147.0
1119	634.860159	145.0
1120	635.197504	145.0
1121	635.534806	144.0
1122	635.872065	151.0
1123	636.209282	145.0
1124	636.546456	146.0
1125	636.883587	143.0
1126	637.220676	146.0
1127	637.557721	153.0
1128	637.894724	152.0
1129	638.231684	146.0
1130	638.568601	160.0
1131	638.905475	159.0
1132	639.242307	143.0
1133	639.579095	157.0
1134	639.915841	163.0
1135	640.252544	146.0
1136	640.589204	155.0
1137	640.925821	146.0
1138	641.262395	138.0
1139	641.598926	148.0
1140	641.935414	150.0
1141	642.27186	148.0
1142	642.608262	158.0
1143	642.944622	146.0
1144	643.280938	145.0
1145	643.617212	143.0
1146	643.953442	152.0
1147	644.28963	150.0
1148	644.625775	144.0
1149	644.961876	154.0
1150	645.297935	142.0
1151	645.63395	141.0
1152	645.969923	145.0
1153	646.305853	158.0
1154	646.641739	147.0
1155	646.977582	150.0
1156	647.313383	142.0
1157	647.64914	140.0
1158	647.984854	203.0
1159	648.320525	144.0
1160	648.656153	145.0
1161	648.991738	140.0
1162	649.32728	141.0
1163	649.662778	141.0
1164	649.998234	145.0
1165	650.333646	153.0
1166	650.669015	145.0
1167	651.004341	140.0
1168	651.339624	140.0
1169	651.674864	147.0
1170	652.01006	144.0
1171	652.345213	137.0
1172	652.680323	147.0
1173	653.01539	142.0
1174	653.350414	145.0
1175	653.685394	227.0
1176	654.020331	142.0
1177	654.355225	150.0
1178	654.690075	148.0
1179	655.024883	137.0
1180	655.359647	143.0
1181	655.694367	145.0
1182	656.029045	150.0
1183	656.363679	142.0
1184	656.698269	140.0
1185	657.032817	138.0
1186	657.367321	146.0
1187	657.701781	136.0
1188	658.036199	145.0
1189	658.370573	138.0
1190	658.704903	136.0
1191	659.039191	136.0
1192	659.373434	146.0
1193	659.707635	138.0
1194	660.041792	150.0
1195	660.375905	136.0
1196	660.709975	140.0
1197	661.044002	137.0
1198	661.377985	140.0
1199	661.711925	139.0
1200	662.045821	158.0
1201	662.379674	141.0
1202	662.713483	145.0
1203	663.047249	175.0
1204	663.380971	142.0
1205	663.71465	145.0
1206	664.048285	140.0
1207	664.381877	133.0
1208	664.715425	141.0
1209	665.04893	137.0
1210	665.382391	138.0
1211	665.715808	132.0
1212	666.049182	157.0
1213	666.382513	141.0
1214	666.715799	158.0
1215	667.049042	140.0
1216	667.382242	136.0
1217	667.715398	131.0
1218	668.04851	142.0
1219	668.381579	153.0
1220	668.714603	134.0
1221	669.047585	141.0
1222	669.380522	146.0
1223	669.713416	167.0
1224	670.046266	148.0
1225	670.379073	134.0
1226	670.711836	139.0
1227	671.044555	141.0
1228	671.37723	133.0
1229	671.709862	138.0
1230	672.042449	130.0
1231	672.374994	129.0
1232	672.707494	134.0
1233	673.03995	136.0
1234	673.372363	144.0
1235	673.704732	154.0
1236	674.037057	139.0
1237	674.369339	130.0
1238	674.701576	130.0
1239	675.03377	132.0
1240	675.36592	135.0
1241	675.698026	137.0
1242	676.030088	142.0
1243	676.362106	138.0
1244	676.694081	137.0
